P url,Title,Price,Description,ingredients
https://uk.iherb.com/pr/mommy-s-bliss-baby-gas-relief-simethicone-drops-newborn-1-fl-oz-30-ml/79278,"Mommy's Bliss, Baby Gas Relief, Simethicone Drops, Newborn+, 1 fl oz (30 ml)",11.63,Relieves Stomach Discomfort from GasSafe & GentleWorks QuicklyFree of Dyes & Parabens100 DosesEasy Dose SyringeNatural Ginger FlavorFast Acting Works in MinutesNo Refrigeration NeededNo ParabensNo Artificial Flavors or ColorsWomen Owned and LedGas relief drops are safe and effective for easing stomach discomfort caused by gas. Our Gas Relief Simethicone Drops are safe enough to use after every feeding when used as directed.Uses: Relieves the discomfort of infant gas frequently caused by air swallowing or certain formulas or foods. ,"Active Ingredient (in each 0.3 mL)PurposeSimethicone 20 mgAntigasInactive ingredients: Carboxymethylcellulose sodium, citric acid, ginger extract, microcrystalline cellulose, polysorbate 60, potassium sorbate, purified water, sodium benzoate, sorbitan monostearate, sorbitol, stevia extract, xanthan gum.Free of the top 8 allergens: No peanuts, no wheat, no eggs, no shellfish, no tree nuts, no fish, no soy, no milk."
https://uk.iherb.com/pr/innovixlabs-multi-strain-probiotic-50-billion-60-capsules/94913,"InnovixLabs, Multi-Strain Probiotic, 50 Billion, 60 Capsules",28.77,"50 Billion†31 Probiotic StrainsSupports Immune and Gut HealthProbiotic Plus Prebiotic FiberStomach Acid Resistant CapsulesDietary SupplementProbiotic + Prebiotic FiberWide Variety of Probiotic Strains + Prebiotic fiberA healthy gut has a diverse assortment of bacteria. So should your probiotic.A high-diversity probiotic can help restore the natural diversity of your gut flora that’s lost to stress, poor diet, and medications.Stomach Acid ResistanceAbout 90% of probiotics are killed by stomach acid. This product uses acid-resistant capsules to protect the bacteria. This delivers virtually all cultures into the intestines intact, where they can repopulate the gut.†At time of manufacture. 5 billion guaranteed at time of expiration when stored as recommended.","Rice dextrin, vegetable capsule (hypromellose, pectin, purified water), medium chain triglycerides (mct), silica.Does not contain: Eggs, fish, shellfish, peanuts, soy, sugar, GMO, artificial colors or flavors.Allergens: May contain trace amounts of barley, corn and yeast used in the fermentation process. Individuals extremely sensitive to these ingredients should consult a physician prior to using this product."
https://uk.iherb.com/pr/g9skin-white-in-milk-toner-300-ml/80117,"G9skin, White In Milk Toner, 300 ml",12.44," WhiteningToner contains milk protein extracts and ceramide for whitening, anti-wrinkle and moisturizing effects.","Water, glycerin, methylpropanediol, niacinamide, peg-32, dipropylene glycol, milk protein extract (10000ppm), bis-peg-18 methyl ether dimethyl silane, prunus amygdalus dulcis (sweet almond) oil, macadamia ternifolia seed oil, ceteareth-6 olivate, decylene glycol, cyclopentasil oxane, hexylene glycol, ethylhexylglycerin, tromethamine, carbomer, totarol, butylene glycol, fragrance, adenosine, dimethiconol, chondrus crispus (carrageenan), salvia hispanica seed extract, origanum vulgare leaf extract, linum usitatissimum (linseed) seed extract, hibiscus sabdariffa flower extract, hedera helix (ivy) leaf extract, eucalyptus globulus leaf extract, camellia sinensis leaf extract, nelumbo nucifera flower water, pinus sylvestris leaf extract, sodium hyaluronate, royal jelly extract, rice ferment filtrate (sake), hamamelis virginiana (witch hazel) leaf extract, galactomyces ferment filtrate, fructan, bacillus/soybean ferment extract, anthemis nobilis flower extract, lilium candidum bulb extract, iris versicolor extract, freesia alba flower extract, rosa damascena flower water, nelumbo nucifera flower extract, narcissus pseudo-narcissus (daffodil) flower extract, leontopodium alpinum extract, jasminum officinale (jasmine) flower/leaf extract, retinyl palmitate, biotin, ceramide np, hydrogenated lecithin, maltodextrin, calcium pantothenate, sodium starch octenylsuccinate, glycereth-20, sodium ascorbyl phosphate, peg-10 rapeseed sterol, glyceryl stearate, hydroxypropyl cylcodextrin, tocopherol acetate, pyridoxine hcl, glutathione, silica."
https://uk.iherb.com/pr/e-l-f-lip-plumping-gloss-mocha-twist-0-09-oz-2-7-g/84819,"E.L.F., Lip Plumping Gloss, Mocha Twist, 0.09 oz (2.7 g)",7.48,"Cruelty Free and VeganThis sheer Gloss helps plump the lips with nourishing hydration. The invigorating high-shine formula provides a soothing sensation while it volumizes. Enriched with Vitamin E and Coconut Oil to nourish and hydrate the lips for a soft, supple feel. The natural shades of shimmering, color add a pop to your look that perfect for work days and a night out.","Polybutene, pentaerythrityl tetraethylhexanoate, hydrogenated polyisobutene, octyldodecanol, microcrystalline wax (cera microcristallina), silica dimethyl silylate, tridecyl trimellitate, ethylhexyl palmitate, caprylic/capric triglyceride, menthyl lactate, menthol, phenoxyethanol, fragrance (parfum), caprylyl glycol, diisostearyl malate, cocos nucifera (coconut) oil, tocopheryl acetate (ve), vp/hexadecene copolymer, vanillyl butyl ether.May contain: Mica (ci 77019), titanium dioxide (ci 77891), iron oxides (ci 77491, ci 77492, ci 77499), yellow 5 lake (ci 19140), red 27 lake (ci 45410), blue 1 lake (ci 42090), red 7 lake (ci 15850)."
https://uk.iherb.com/pr/solgar-advanced-multi-billion-dophilus-60-vegetable-capsules/14215,"Solgar, Advanced Multi-Billion Dophilus, 60 Vegetable Capsules",21.64,"Since 1947Enhanced Series5 Billion Microorganisms Per ServingNon-GMO100% Dairy, Lactose and Milk FreeContains No CaseinSupports a Healthy Immune SystemSuitable for VegansRefrigeration OptionalDietary SupplementSolgar® Advanced Multi-Billion Dophilus® Vegetable Capsules are a source of Lactobacillus acidophilus, Bifidobacterium lactis, Lactobacillus paracasei and Lactobacillus rhamnosus, beneficial microorganisms that provide friendly bacteria for the digestive system. This product is formulated with the well-known strains LA-5®, BB-12®, L. casei 431® and LGG® and promotes the healthy functioning of the intestinal system. Additionally, this product supports a healthy immune system.","Maltodextrin, vegetable cellulose, microcrystalline cellulose, sodium alginate, silica, vegetable magnesium stearate.Contains no major allergens.Free of: Gluten, wheat, dairy, soy, yeast, sugar, artificial flavor, sweetener and color."
https://uk.iherb.com/pr/the-spice-lab-organic-parsley-flakes-0-5-oz-14-g/112392,"The Spice Lab, Organic Parsley Flakes, 0.5 oz (14 g)",5.34,"USDA Organic KosherNatural Certified Organic by Americert InternationalDried parsley is widely used in Middle Eastern, European and American cooking. It brings out the flavors of other seasonings.",Organic parsley.
https://uk.iherb.com/pr/country-life-high-potency-biotin-5-mg-120-vegan-capsules/6388,"Country Life, High Potency Biotin, 5 mg, 120 Vegan Capsules",21.09,"Established 1971Certified Gluten-FreeNon GMO Project VerifiedA Vitamin Supplement for Healthy Hair, Scalp and NailsDietary Supplement Kosher Parve — Our Pledge of Integrity —AuthenticityCleanlinessFreshnessConsistencyAccuracyBiotin is a water soluble B Vitamin that supports the formation of keratin, a building block for skin, hair and nails. Biotin also supports energy metabolism.YESCertified Gluten-Free by GFCO.orgNOYeast, Wheat or CornYESNon-GMO Project Verified NOSoy or MilkYESCertified Vegan by the AVANOSalt or SugarYESRecyclable PackagingNOPreservativesYESManufacturing Supports Wind PowerNOArtificial Colors, Flavors or SweetenersYESKosher-ParveNOMagnesium StearateThis product has been manufactured at a GMP Registered facility.","Cellulose, cellulose (capsule shell)."
https://uk.iherb.com/pr/eclectic-institute-california-poppy-2-fl-oz-60-ml/2819,"Eclectic Institute, California Poppy, 2 fl oz (60 ml)",23.0,Eclectic HerbHerbal ExtractDietary SupplementUSDA Organic100% KosherSoy FreeNon GMOUS GrownGluten FreeCertified Organic by Oregon Tilth,"Fresh organic california poppy (Eschscholzia californica) whole plant, organic grain-free alcohol content: 55-65%, filtered water. Fresh herb strength 1:2 (500 mg/ml)."
https://uk.iherb.com/pr/gimme-sushi-nori-roasted-seaweed-0-81-oz-23-g/103408,"gimMe, Sushi Nori, Roasted Seaweed, 0.81 oz (23 g)",4.55,"Non GMO Project Verified USDA Organic Certified Gluten Free Great for Making Restaurant-Style Hand and Sushi Rolls Superfood Seaweed#1 Organic Seaweed Brand Certified Organic By: Quality Assurance International, Inc.VegangimMe was the first to bring the world USDA Organic, non-GMO branded seaweed.","Organic seaweed. Made on shared equipment that also processes soy, sesame and sunflower oil."
https://uk.iherb.com/pr/now-foods-gaba-750-mg-200-veg-capsules/78205,"NOW Foods, GABA, 750 mg, 200 Veg Capsules",24.87, Neurotransmitter Support Gamma-Aminobutyric Acid Non-GMO A Dietary Supplement Vegetarian - Vegan Kosher Amino Acids Family Owned Since 1968 GMP Quality AssuredGABA (gamma-aminobutyric acid) is a non-protein amino acid that functions as a neurotransmitter in the human brain. GABA is naturally produced  in the body and its presence within the central nervous system may help promote relaxation and ease nervous tension.,"Hypromellose (cellulose capsule), silicon dioxide, stearic acid (vegetable source) and microcrystalline cellulose.Not manufactured with wheat, gluten, soy, corn, milk, egg, fish, shellfish or tree nut ingredients. Produced in a GMP facility that processes other ingredients containing these allergens."
https://uk.iherb.com/pr/optimum-nutrition-essential-amin-o-energy-fruit-fusion-1-29-lb-585-g/44003,"Optimum Nutrition, ESSENTIAL AMIN.O. ENERGY,  Fruit Fusion, 1.29 lb (585 g)",61.61,"Artificially FlavoredDietary SupplementSupports Focus & EnergySupports Muscle RecoveryCaffeine From Natural SourcesBanned Substance TestedInformed Choice - We Test You TrustESSENTIAL AMIN.O. ENERGY® was created to support the goals of active people everywhere, whether grinding through a long day, or pushing a workout to the next level.Micronized free form amino acids for fast absorptionSupports recovery before, during & after exerciseCaffeine from natural sourcesOccasion:Anytime you need an energy boostPre-workout energyPost-workout recoveryAnytime of the day15-30 mins before trainingAfter training","Citric acid, malic acid, natural and artificial flavor, inulin, beet juice powder (color), tartaric acid, silicon dioxide, calcium silicate, gum blend (cellulose gum, xanthan gum, carrageenan), sucralose, sunflower and/or soy lecithin, yellow 5 and 6.Contains: soy.Phenylketonurics: Contains phenylalanine.No aspartame"
https://uk.iherb.com/pr/bluebonnet-nutrition-l-cysteine-500-mg-60-vegetable-capsules/14686,"Bluebonnet Nutrition, L-Cysteine, 500 mg, 60 Vegetable Capsules",19.63, Made with Non-GMO Ingredients Free Form Amino Acid Dietary Supplement AjiPure Amino Acids Vegan Kosher Parve Gluten FreeBluebonnet's L-Cysteine 500 mg Capsules provide pharmaceutical grade free-form amino acid L-cysteine HCl in its purest crystalline form from Ajinomoto. Available in easy-to-swallow vegetable capsules for maximum assimilation and absorption.,"Kosher vegetable capsules, vegetable magnesium stearate, silica, vegetable cellulose.Free of milk, egg, fish, crustacean shellfish, tree nuts, peanuts, wheat, and soybeans.Also free of corn, yeast, gluten, barley, rice, sodium and sugar."
https://uk.iherb.com/pr/enzyme-science-apple-cider-vinegar-with-the-mother-60-capsules/115697,"Enzyme Science, Apple Cider Vinegar with the Mother, 60 Capsules",28.73,"For Detoxification & Metabolic RejuvenationMade From USA Grown ApplesNon GMO Certified by NSFExceptional FormulasVeganDietary SupplementSupports People and PlanetNo Artificial Excipients, Binders, or FillersDaily lifestyle habits can easily disrupt the body's chemical and physical balance, which can slow metabolism and lead to weight gain. Incorporating foods which naturally boost digestion and metabolism is one way to achieve optimal health and wellness. Apple cider vinegar has a number of health benefits in its unfiltered state, which contains the ""Mother."" The polyphenolic compounds found in the ""Mother"", along with vitamins and minerals, detoxifies and nourishes the body, promoting healthy digestion and metabolism while encouraging healthy weight management. Enzyme Science only sources the highest quality ACV produced from USA grown apples. ","100% Vegetarian capsule (cellulose, water), rice concentrate. Contains no: Gluten, milk, casein, soy, egg, artifical colors or flavors.  "
https://uk.iherb.com/pr/zhou-nutrition-energy-focus-60-veggie-capsules/80999,"Zhou Nutrition, Energy + Focus, 60 Veggie Capsules",17.39,"Caffeine + L-TheanineDietary SupplementLab VerifiedVeganGreatness by Nature™Focused Energy Support for Mind & BodyGluten FreeMade With Non-GMO IngredientsSupports Smooth & Jitter Free EnergyIt’s no secret that caffeine can provide some much needed energy throughout the day. That’s why people turn to coffee and energy drinks when they need an extra boost. It’s also no secret that these drinks come with a few side effects — they can leave you feeling jittery, stressed and over-stimulated. Not to mention the extra sugar associated with many drinks. Enter L-theanine, caffeine’s natural soul mate. While caffeine is a stimulant, L-theanine is a non-protein amino acid that helps to calm down the stress-response produced by caffeine without limiting the energy boost. In other words, L-theanine brings out the best of caffeine and helps minimize the worst of it. With Energy + Focus you get a smoother, more focussed energy boost.","Rice flour, cellulose (vegetable capsule), silica. "
https://uk.iherb.com/pr/now-foods-solutions-avocado-oil-4-fl-oz-118-ml/899,"NOW Foods, Solutions, Avocado Oil, 4 fl oz (118 ml)",6.0,"100% Pure Moisturizing OilFor Soft, Healthy Skin Nutrient RichNon GMO Project VerifiedExpeller-Pressed and Hexane-FreeCondition: Skin in need of moisturization. Solution: 100% Pure Avocado Oil is a natural, nutrient-rich vegetable oil. Heavy in texture, avocado oil helps to keep skin supple, while lubricating the skin and forming a barrier that prevents moisture loss. When used as a massage oil, it's soft, soothing and leaves no greasy residue.NOW® Solutions is the next step in the evolution of personal care products. This comprehensive natural line encompasses anti-aging moisturizers and serums, bath and body gels, shampoos and conditioners, oral care, skin care, and essential oils, all of which are formulated with the finest functional ingredients from around the world. NOW Solutions products avoid harsh chemicals and synthetic ingredients in our formulations, to provide a more natural product line.Clear bottle contains UV light protectant.NOW® Solutions products are analytically tested to assure the highest quality. NOW® Solutions products are not tested on animals.",Persea gratissima (avocado) oil. 
https://uk.iherb.com/pr/solaray-immufight-maximum-daily-defense-90-vegcaps/104357,"Solaray, ImmuFight, Maximum Daily Defense, 90 VegCaps",6.71,"Est. 1973Maximum Daily DefenseImmune System SupportDietary SupplementLab VerifiedGluten FreeVeganMaximum-Strength SupportDaily Nutritive Defense to Support Healthy:Immune SystemOptimal BalanceAntioxidant ActivityPowerful immune support - day in, day out. ImmuFight Maximum Daily Defense is formulated to provide daily support for environmental and seasonal changes with potent vitamins, minerals and more.1000 mg of fast-acting vitamin C for all-day supportOrganic vitamin D, zinc and seleniumPrebiotic and probiotics for gut health supportMonolaurin for healthy immune system support","Vegetable cellulose capsule, cellulose, stearic acid, calcium threonate, silica and tapioca starch."
https://uk.iherb.com/pr/jarrow-formulas-organic-mct-oil-unflavored-16-fl-oz-473-ml/104456,"Jarrow Formulas, Organic MCT Oil, Unflavored, 16 fl oz (473 ml)",24.93,"From 100% Coconut OilMedium Chain TriglyceridesCaprylic + Capric AcidC8 + C10Fast FuelBrain EnergyMetabolic FuelKeto FriendlyUSDA OrganicDietary SupplementSuitable for Vegetarians/VegansVeganCertified Organic by QAIJarrow Formulas® Organic MCT Oil is a natural source of caprylic (C8) and capric (C10) fatty acids with a minimal amount of lauric (C12) acid compared to other conventional medium chain triglyceride (MCT) oil products and standard coconut oil. See nutrition information for total fat and saturated fat content. MCT oil is rapidly absorbed and provides fast fuel to the body.Jarrow Formulas® Organic MCT Oil provides:Quick Energy for the BrainFast Metabolic Fuel for MusclesSupport for a Low-Carb, Ketogenic DietImportant Features of Jarrow Formulas® Organic MCT Oil:OdorlessFrom 100% Pure Coconut OilCertified Organic","100% organic mct oil (from 100% organic coconut oil). Contains: Tree nuts (coconut).No wheat, gluten, soybeans, dairy, egg, fish/shellfish, or peanuts."
https://uk.iherb.com/pr/life-extension-blueberry-extract-capsules-60-vegetarian-capsules/12522,"Life Extension, Blueberry Extract Capsules, 60 Vegetarian Capsules",15.63,"Gluten FreeNon-GMO LE CertifiedPromotes Healthy DNA FunctionDietary SupplementOur blueberry supplement contains powerful health-promoting antioxidants that inhibit oxidative stress and promote a healthy inflammatory response, as well as memory health.Blueberries contain powerful health-promoting compounds called anthocyanins and pterostilbene that inhibit oxidative stress and promote a healthy inflammatory response in the brain and throughout the body. Pterostilbene also helps maintain already-healthy lipid and glucose levels.Anthocyanins are some of nature’s most powerful antioxidants. They protect cells from oxidizing free radicals.Blueberry Extract Capsules BenefitsProtects cells from oxidizing free radicalsHelps maintain already-healthy cholesterol & blood-sugar levelsHelps maintain a healthy DNA structurePromotes memory healthBlueberry Extract for Brain HealthScientists have discovered that blueberries may promote healthy brain and cognitive function. And wild blueberry extracts have been shown to inhibit oxidative stress and promote a healthy inflammatory response in brain cells to support memory health.Blueberries contain powerful health-promoting compounds called anthocyanins and pterostilbene that both inhibit oxidative stress and promote a healthy inflammatory response.Blueberry compounds: anthocyanins & pterostilbeneThe anthocyanins in blueberries are some of nature’s most powerful antioxidants. They protect cells and other vulnerable biological structures from oxidizing free radicals.Pterostilbene is another blueberry constituent that helps maintain already-healthy lipid (cholesterol) and glucose (blood sugar) levels. Through its intriguing biological effects and antioxidative potential, pterostilbene helps maintain healthy DNA structure.Blueberry extract for brain health.Scientists have discovered that blueberries may promote healthy brain and cognitive function. And wild blueberry extracts have been shown to inhibit oxidative stress and promote a healthy inflammatory response in brain cells to support memory health.","Maltodextrin, vegetable cellulose (capsule), rice concentrate, silica. "
https://uk.iherb.com/pr/e-l-f-bite-size-eyeshadow-carnival-candy-0-12-oz-3-5-g/108691,"E.L.F., Bite Size Eyeshadow, Carnival Candy, 0.12 oz (3.5 g)",3.23,"Cruelty Free and Vegan This palette delivers mini eye magic in a perfect size. The luxe formula is creamy, blendable, & ultra-pigmented. What is it: Ultra-pigmented eyeshadow quads that deliver creamy, bendable color in perfect mini compacts.Why we love:Ultra-pigmented, blendable colorMix of matte and shimmer shades (choose from 8 combos)Smooth, creamy applicationPerfect size for your purse or travel bagLittle compact, big impact. These on-the-go eyeshadow quads feature a combo of matte and shimmer shades to take your smize from day to night and every mood. The luxe formula delivers rich, highly blendable color that stays put and makes a statement—whether that’s minimalist or dramatic.All e.l.f. products are free from phthalates, parabens, nonylphenol ethoxylates, triclosan, triclocarban, and hydroquinone. All skincare is also free from sulfates.All e.l.f. products are Vegan and Cruelty Free.","Mica, talc, caprylic/capric triglyceride, nylon-12, magnesium myristate, silica, dimethicone, synthetic fluorphlogopite, dimethicone/vinyl dimethicone crosspolymer, magnesium stearate, magnesium palmitate, bismuth oxychloride, tridecyl trimellitate, phenoxyethanol, bis-diglyceryl polyacyladipate-1, phenyl trimethicone, aluminum starch octenylsuccinate, caprylyl glycol, polyisobutene, tin dioxide. May contain: titanium dioxide (ci 77891), iron oxides (ci 77491), iron oxides (ci 77492), ferric ferrocyanide (ci 77510), black 2 (ci 77266), lake of allura red (ci16035:1)."
https://uk.iherb.com/pr/rishi-tea-organic-black-tea-english-breakfast-15-sachets-1-69-oz-48-g/61833,"Rishi Tea, Organic Black Tea, English Breakfast, 15 Sachets, 1.69 oz (48 g)",8.96,"Tea & Botanicals USDA Organic Caffeine Level: HighCertified KosherNon-GMO Certified Organic by QAISelector - Importer - MakerOur buyers have spent years studying indigenous and cultivated varieties of tea plants in gardens throughout Southeast Asia to perfect our English Breakfast black tea. The result is a full-bodied, awakening blend boasting a rich red infusion color, malty flavor and hints of currants and caramel. English Breakfast is designed to be smooth and balanced on its own, yet bold enough to stand up to milk and honey. Each year we taste the harvest in our Cupping Room to recalibrate the blend based on seasonal variance. It's a highly caffeinated affair.Independently Owned since 1997, Rishi us the vanguard source of direct trade tea and botanicals. We are selectors, importers and makers.Selector We are a team devoted to traveling the most remote regions of the world to source and study tea and botanicals of rarefied quality and provenance. Our selection sets the standard.Importer We are a pioneer of the organic tea and botanicals which we import on a direct trade basis from artisan growers and specialist producers. Our global supply chain and enduring relationships are our core strengths.Maker We make artful botanical products inspired by equal parts ancient herbal tradition and modern culinary innovation. By sharing our passion for herbal and culinary arts, we aim to be a wellspring of inspiration for your tea life.Direct Trade Our Practice of Direct Trade is not just a romance story or marketing gimmick; it is the very foundation of our quality control program. Our travel and hands-on work with farmers allows us to verify where, when and how our organic teas are grown and to offer traceability on each lot back to the farm.Health & Wellness The reverence and study of plants is at the core of our identity. We believe that health and wellness begins in the garden and kitchen. Crafted for both function and flavor, our tea and botanical blends are created to be the pillar of your pursuit for balance.",Organic black tea.
https://uk.iherb.com/pr/carlson-zinc-15-mg-250-tablets/14618,"Carlson, Zinc, 15 mg, 250 Tablets",13.61,Dietary SupplementImmune SupportAntioxidantSkin HealthGluten-FreeSoy FreeNo Artificial PreservativesPotency & Quality GuaranteedAn FDA Regulated FacilityZinc is an important mineral and antioxidant that supports a healthy immune system and skin health.,"Cellulose, stearic acid (veg.), croscarmellose sodium, ethylcellulose, magnesium stearate (veg.), alfalfa leaf."
https://uk.iherb.com/pr/thorne-research-iodine-tyrosine-60-capsules/18473,"Thorne Research, Iodine & Tyrosine, 60 Capsules",20.05," Dietary Supplement Energy Thyroid Support Gluten FreeSupports the thyroid gland – a benefit for individuals fatigued by low thyroid hormone levels.Iodine & Tyrosine provides nutritional support for the thyroid gland, which helps improve metabolism and supports individuals with fatigue. Tyrosine also promotes healthy adrenal function.Two thyroid hormones – thyroxine (T4) and triiodothyronine (T3) – regulate the body's metabolism of proteins, fats, and carbohydrates, directing how the body uses these compounds to produce energy. Thyroxine supports cardiac output, heart rate, respiratory rate, and basal metabolic rate. The thyroid gland cannot produce these two hormones without the presence of the amino acid L-tyrosine and the mineral iodine. Thus, a deficiency of either the amino acid or the mineral or both can contribute to low thyroid hormone levels. Thorne's Iodine & Tyrosine offers essential mineral and amino acid support for the thyroid gland. Studies have found L-tyrosine can be beneficial for treating fatigue, a common symptom of low thyroid or adrenal hormone levels.Tyrosine is also an important cofactor for adrenal neurotransmitter synthesis, because it is converted in the adrenal glands into dopamine, norepinephrine, and epinephrine.Individuals should be aware that some foods can cause a relative iodine deficiency by binding to iodine, which can make the bound iodine inaccessible for thyroid hormone production. These foods include broccoli, cauliflower, cabbage, Brussels sprouts, kale, soy, peanuts, pine nuts, turnips, and rutabaga, although cooking these foods tends to make them less apt to do this.","Hypromellose (derived from cellulose) capsule, silicon dioxide."
https://uk.iherb.com/pr/california-gold-nutrition-foods-peanut-dark-chocolate-chunk-bars-12-bars-1-4-oz-40-g-each/74184,"California Gold Nutrition, FOODS, Peanut & Dark Chocolate Chunk Bars, 12 Bars, 1.4 oz (40 g) Each",9.5,"California Gold Nutrition Peanut & Dark Chocolate Chunk Snack BarsMade with Simple Ingredients: Peanuts, Roasted Almond, Dark Chocolate, and Honey6g Fiber and 8 g Plant Based ProteinSuitable for VegetariansNo Artificial Colors, Artificial Flavors, Artificial Sweeteners, or Artificial PreservativesFormulated without GMOsProduced in a 3rd Party Audited cGMP Registered (Certified) Facility100% Gold GuaranteeFinding satisfying healthy snacks is no easy task. The snacks that taste good are often packed with artificial ingredients and sugar, leaving you feeling like there’s no way to win. California Gold Nutrition Peanut & Dark Chocolate Chunk Snack Bars have found the perfect balance between healthy and tasty, making them the gold standard for snaking. The next time you’re craving a bite, be sure to reach for one of these delicious bars.California Gold Nutrition Peanut & Dark Chocolate Chunk Snack Bars are made with premium chocolate and nuts to create a nutritious and satisfying treat with plenty of fiber and protein. Each bar is individually wrapped, making them perfect for on-the-go snacking anytime, anywhere.","Peanuts, Dry Roasted Almonds, Chicory Root Fiber, Chocolate Chunks (Sugar, Unsweetened Chocolate, Cocoa Butter, Dextrose, Sunflower Lecithin), Pea Crisps (Pea Protein, Rice Starch), Honey, Raisins (Raisins, Sunflower Seed Oil), Dates, Glycerin, Brown Flax Seeds, Natural Flavor, Sea Salt, Sunflower Tocopherol.CONTAINS: PEANUTS & TREE NUTS (ALMONDS) (MAY CONTAIN TRACE LEVELS OF MILK, EGGS, OTHER TREE NUTS, WHEAT, SOY, SESAME).This product is not manufactured with milk, eggs, fish, crustacean shellfish, wheat, soy, or sesame. Produced in a third-party, audited and registered cGMP compliant facility that may process other products that contain these allergens or ingredients."
https://uk.iherb.com/pr/crystal-star-liver-renew-90-vegetarian-capsules/70731,"Crystal Star, Liver Renew, 90 Vegetarian Capsules",30.85,Estd. 1978Detox and Restore21 Whole HerbsNon-GMO ProductVegetarian Friendly3rd Party TestedDietary SupplementRejuvenates Liver FunctionPromotes Toxin ReleaseBurdock Root & Milk Thistle,"Vegetarian capsule, organic brown rice.May contain: Tree nuts (ginkgo)."
https://uk.iherb.com/pr/walden-farms-ketchup-12-fl-oz-355-ml/44537,"Walden Farms, Ketchup, 12 fl oz (355 ml)",6.19,"Naturally Flavored<1 g Net Carbs*Zero CaloriesFat FreeVeganKosher PareveCulinary-Inspired Blends of Herbs and SpicesNo Artificial Flavors or DyesRich Delicious FlavorsWalden Farms Calorie Free Ketchup Sauce is made with real sun ripened tomatoes and seasoned with onion powder, cayenne pepper, balsamic vinegar and rosemary. Delicious on burgers, in meatloaf and great for dipping.<1 g Net carbs = 1g Total Carbs - <1g Dietary Fiber - 0g Sugar Alcohol*Per Serving","Water, tomato paste, white distilled vinegar, balsamic vinegar (wine vinegar, concentrated grape must, caramel color)†, salt, erythritol††, dried tomato pulp††, fruit and vegetable juice for color† ††, corn fiber††, propylene glycol alginate††, xanthan gum††, microcrystalline cellulose††, dried onion, natural flavors (contains celery), gellan gum††, citric acid††, steviol glycosides††, monk fruit extract††, cellulose gel††, spice.†Adds a trivial amount of sugar.††Not in regular ketchup."
https://uk.iherb.com/pr/annie-s-homegrown-rice-pasta-cheddar-gluten-free-6-oz-170-g/31658,"Annie's Homegrown, Rice Pasta & Cheddar, Gluten Free, 6 oz (170 g)",5.41,Made with Real CheeseGluten FreeMade with Goodness!No Artificial Flavors or Synthetic ColorsCheese From Cows Not Treated with rBST*We all crave yummy mac & cheese.So we make our gluten-free mac with all the same cheesy goodness.It's perfectly delicious for everybunny.*No significant difference has been shown between milk derived from rBST-treated and non rBST-treated cows.,"Rice pasta (white rice flour, brown rice flour), dried cheddar cheese (cultured pasteurized milk, salt, non-animal enzymes), whey, nonfat milk, butter (pasteurized cream, salt), salt, cultured milk, sodium phosphate, annatto extract (for color), silicon dioxide (for anticaking).Contains milk ingredients."
